"","rowid","Result","Fighter","Event","Method.Referee","R","Time","Date","VS..Fighter","Location","NA."
"2901","158","loss","Rani Yahya","K-1 - Hero's 6Aug / 05 / 2006","Submission (Brabo Choke)N/A",1,"1:08",NA,NA,NA,NA
"2902","158","loss","Norifumi Yamamoto","K-1 MAX - World Grand Prix 2004 FinalJul / 07 / 2004","Submission (Armbar)N/A",2,"2:40",NA,NA,NA,NA
"2903","159","loss","Sho Kogane","Real 5 - Real Fight Championship 5Jun / 12 / 2016","Decision (Unanimous)N/A",2,"5:00",NA,NA,NA,NA
"2904","159","win","Chris Hilger","Real 4 - Real Fight Championship 4Mar / 12 / 2016","Decision (Majority)N/A",2,"5:00",NA,NA,NA,NA
"2905","159","loss","Roberto de Souza","RFC - Real Fight Championship 3Dec / 05 / 2015","Submission (Arm-Triangle Choke)N/A",1,"2:13",NA,NA,NA,NA
"2906","159","loss","Daryl Lokuku","Grachan - Grachan 15Nov / 30 / 2014","TKO (Punches)N/A",2,"2:38",NA,NA,NA,NA
"2907","159","loss","Takafumi Ito","Pancrase - 258May / 11 / 2014","Decision (Unanimous)Yoshinori Umeki",3,"3:00",NA,NA,NA,NA
"2908","159","loss","Naoyuki Kotani","Rings - ReincarnationMar / 09 / 2012","TKO (Punches)N/A",1,"2:32",NA,NA,NA,NA
"2909","159","win","Yutaka Ueda","Grabaka Live - 1st Cage AttackOct / 15 / 2011","Decision (Unanimous)Samio Kimura",2,"5:00",NA,NA,NA,NA
"2910","159","NC","Won Sik Park","Deep - 48 ImpactJul / 03 / 2010","NC (Knee to Downed Opponent)Samio Kimura",1,"4:16",NA,NA,NA,NA
"2911","159","draw","Hidetaka Monma","Deep - 47 ImpactApr / 17 / 2010","DrawSamio Kimura",3,"5:00",NA,NA,NA,NA
"2912","159","loss","Hailin Ao","AOW 15 - Ueyama vs. AohailinNov / 28 / 2009","Decision (Unanimous)N/A",2,"5:00",NA,NA,NA,NA
"2913","159","loss","Hidehiko Hasegawa","Deep - 44 ImpactOct / 10 / 2009","Decision (Unanimous)N/A",3,"5:00",NA,NA,NA,NA
"2914","159","win","Kosei Kubota","Deep - 41 ImpactApr / 16 / 2009","Decision (Unanimous)Yoshinori Umeki",2,"5:00",NA,NA,NA,NA
"2915","159","loss","Vitor Ribeiro","K-1 - Hero's 8Mar / 12 / 2007","Submission (Triangle Armbar)N/A",1,"1:48",NA,NA,NA,NA
"2916","159","loss","Rani Yahya","K-1 - Hero's 5May / 03 / 2006","Decision (Majority)N/A",2,"5:00",NA,NA,NA,NA
"2917","159","loss","Ryuta Sakurai","Deep - 17th ImpactDec / 18 / 2004","TKO (Punches)Yoshinori Umeki",1,"2:40",NA,NA,NA,NA
"2918","159","loss","Ikuhisa Minowa","Pride - Bushido 5Oct / 14 / 2004","Decision (Split)N/A",2,"5:00",NA,NA,NA,NA
"2919","159","loss","Sean Sherk","Pride - Bushido 2Feb / 15 / 2004","Decision (Unanimous)N/A",2,"5:00",NA,NA,NA,NA
"2920","159","draw","Masanori Suda","Deep - 12th ImpactSep / 15 / 2003","DrawKeiji Shiozaki",3,"5:00",NA,NA,NA,NA
"2921","159","loss","Hayato Sakurai","Deep - 8th ImpactMar / 04 / 2003","Decision (Unanimous)Keiji Shiozaki",3,"5:00",NA,NA,NA,NA
"2922","159","win","Gilson Ferreira","Deep - 6th ImpactSep / 07 / 2002","Submission (Armbar)Akira Okabayashi",3,"3:49",NA,NA,NA,NA
"2923","159","win","Eiji Ishikawa","Deep - 5th ImpactJun / 09 / 2002","Submission (Toe Hold)N/A",2,"0:48",NA,NA,NA,NA
"2924","159","win","Takaharu Murahama","Deep - 5th ImpactJun / 09 / 2002","Submission (Rear-Naked Choke)N/A",3,"1:44",NA,NA,NA,NA
"2925","159","win","Seiki Ryo","Deep - 5th ImpactJun / 09 / 2002","Decision (Majority)N/A",2,"5:00",NA,NA,NA,NA
"2926","159","loss","Kazuo Misaki","Pancrase - Spirit 2Feb / 17 / 2002","Decision (Unanimous)Yoshinori Umeki",3,"5:00",NA,NA,NA,NA
"2927","159","win","LaVerne Clark","Deep - 3rd ImpactDec / 23 / 2001","TKO (Corner Stoppage)N/A",1,"5:00",NA,NA,NA,NA
"2928","159","loss","Kiuma Kunioku","Pancrase - 2001 Anniversary ShowSep / 30 / 2001","Decision (Majority)N/A",2,"5:00",NA,NA,NA,NA
"2929","159","draw","Kosei Kubota","Deep - 2nd ImpactAug / 18 / 2001","DrawN/A",3,"5:00",NA,NA,NA,NA
"2930","159","loss","Sokun Koh","Rings - Battle Genesis Vol. 7Mar / 20 / 2001","TKO (Kimura)N/A",1,"2:16",NA,NA,NA,NA
"2931","159","draw","Kosei Kubota","Deep - 1st ImpactJan / 08 / 2001","DrawN/A",3,"5:00",NA,NA,NA,NA
"2932","159","win","Tim Thomas","Rings Australia - Free Fight BattleNov / 12 / 2000","Submission (Ankle Lock)N/A",1,"9:11",NA,NA,NA,NA
"2933","159","draw","Dave Menne","Rings - Millennium Combine 2Jun / 15 / 2000","DrawN/A",2,"5:00",NA,NA,NA,NA
"2934","159","win","Yasuhito Namekawa","Rings - Rise 5thAug / 19 / 1999","Decision (Points)Ryogaku Wada",3,"5:00",NA,NA,NA,NA
"2935","159","win","Willie Peeters","Rings - Rise 4thJun / 24 / 1999","TKO (Points)Ryogaku Wada",3,"3:05",NA,NA,NA,NA
"2936","159","loss","Lee Hasdell","Rings - Rise 2ndApr / 23 / 1999","DQ (Eye Gouging)Ryogaku Wada",1,"4:18",NA,NA,NA,NA
"2937","159","win","Dennis Kefalinos","Rings Australia - NR 3Mar / 07 / 1999","Submission (Kneebar)N/A",1,"4:40",NA,NA,NA,NA
"2938","159","loss","Yasuhito Namekawa","Rings - Final CaptureFeb / 21 / 1999","DecisionN/A",3,"5:00",NA,NA,NA,NA
"2939","160","win","Yuichiro Yajima","Zst - Battle Hazard 6Jul / 16 / 2012","Decision (Points)N/A",1,"10:00",NA,NA,NA,NA
"2940","160","loss","Kenichi Ito","Zst - Zst 20May / 24 / 2009","DQ (Stalling)N/A",2,"1:42",NA,NA,NA,NA
"2941","160","loss","Yuichi Ikari","Pancrase - Rising 10Dec / 22 / 2007","TKO (Punches)Yoshinori Umeki",1,"1:51",NA,NA,NA,NA
"2942","160","loss","Eriya Matsuda","Pancrase - Rising 3Mar / 18 / 2007","KO (Knee)Ryogaku Wada",1,"1:30",NA,NA,NA,NA
"2943","160","loss","Un Sik Song","MARS - MARS World Grand PrixMay / 13 / 2006","Decision (Unanimous)N/A",2,"5:00",NA,NA,NA,NA
"2944","160","loss","Rani Yahya","MARS - MARSFeb / 04 / 2006","Technical Submission (Triangle Choke)N/A",3,"2:14",NA,NA,NA,NA
"2945","160","win","Kuntap Weerasakreck","Pancrase - Spiral 6Jul / 31 / 2005","Technical Submission (Kimura)Yoshinori Umeki",1,"4:38",NA,NA,NA,NA
"2946","160","win","Ippo Watanuki","Pancrase - Spiral 4May / 01 / 2005","Technical Submission (Kimura)Yoshinori Umeki",2,"3:48",NA,NA,NA,NA
"2947","160","win","Masaya Takita","Pancrase - Spiral 1Feb / 04 / 2005","Submission (Ankle Lock)Yoshifumi Oyabu",1,"2:15",NA,NA,NA,NA
"2948","160","loss","Remigijus Morkevicius","Zst - Grand Prix Final RoundJan / 11 / 2004","KO (Slam)N/A",1,"4:37",NA,NA,NA,NA
"2949","160","win","Igor Isaikin","Zst - Grand Prix Opening RoundNov / 23 / 2003","Decision (Unanimous)N/A",3,"3:00",NA,NA,NA,NA
"2950","160","win","Kenji Takeshige","Pancrase - Hybrid 8Oct / 04 / 2003","KO (Spinning Backfist)Yoshinori Umeki",1,"2:19",NA,NA,NA,NA
"2951","160","draw","Ryusuke Uemura","Zst - The Battlefield 4Sep / 07 / 2003","DrawN/A",3,"5:00",NA,NA,NA,NA
"2952","160","win","Brazo de Plata","Deep - 9th ImpactMay / 05 / 2003","Submission (Heel Hook)Keiji Shiozaki",2,"0:24",NA,NA,NA,NA
"2953","160","draw","Shigeyuki Umeki","Zst - The Battlefield 2Mar / 09 / 2003","Draw (Majority)N/A",2,"5:00",NA,NA,NA,NA
"2954","160","loss","Fabio Mello","Deep - 6th ImpactSep / 07 / 2002","Decision (Unanimous)Akira Okabayashi",3,"5:00",NA,NA,NA,NA
"2955","160","win","Kenichi Sato","Pancrase - Spirit 5May / 28 / 2002","Submission (Triangle Choke)Soichi Hiroto",2,"0:55",NA,NA,NA,NA
"2956","160","loss","Hideo Tokoro","Premium Challenge 1 - Guardian vs. ExplorerMay / 06 / 2002","Decision (Unanimous)N/A",1,"10:00",NA,NA,NA,NA
"2957","160","win","Hidehiko Matsumoto","Rings - World Title Series Grand FinalFeb / 15 / 2002","Decision (Lost Points)N/A",3,"5:00",NA,NA,NA,NA
"2958","160","loss","Rambaa Somdet","Deep - 3rd ImpactDec / 23 / 2001","Decision (Unanimous)N/A",3,"5:00",NA,NA,NA,NA
"2959","160","win","Goro Kobayashi","Rings - Battle Genesis Vol. 8Sep / 21 / 2001","Technical Submission (Rear Naked Choke)N/A",1,"3:14",NA,NA,NA,NA
"2960","160","draw","Yoshinobu Ota","Pancrase - Proof 5Aug / 25 / 2001","DrawHiromi Okamoto",2,"5:00",NA,NA,NA,NA
"2961","161","loss","Kazuma Kuramoto","Rizin FF - Rizin 26Dec / 31 / 2020","KO (Punches and Soccer Kicks)Masato Kataoka",1,"2:12",NA,NA,NA,NA
"2962","161","win","Jae Hoon Moon","Road FC 36 - Road Fighting Championship 36Feb / 11 / 2017","Decision (Unanimous)N/A",3,"5:00",NA,NA,NA,NA
"2963","161","loss","Soo Chul Kim","Road FC 24 - Road Fighting Championship 24Jul / 25 / 2015","Submission (Guillotine Choke)N/A",1,"4:48",NA,NA,NA,NA
"2964","161","win","Marcos Vinicius Borges","Rebel FC 1 - Into the Lion's DenDec / 21 / 2013","KO (Punches)N/A",1,"3:21",NA,NA,NA,NA
"2965","161","win","Nam Jin Jo","Legend FC - Legend Fighting Championship 9Jun / 16 / 2012","Decision (Split)Roger Chau",3,"5:00",NA,NA,NA,NA
"2966","161","loss","Michael Mortimer","Legend FC - Legend Fighting Championship 7Feb / 11 / 2012","DQ (Punches to Back of Head)Warren Wang",1,"4:24",NA,NA,NA,NA
"2967","161","win","Akitoshi Tamura","SRC - Soul of FightDec / 30 / 2010","DQ (Low Blows)Masato Fukuda",1,"2:07",NA,NA,NA,NA
"2968","161","win","Shintaro Ishiwatari","SRC - Sengoku Raiden Championship 15Oct / 30 / 2010","Decision (Split)Tomoki Matsumiya",2,"5:00",NA,NA,NA,NA
"2969","161","win","Ryota Uozumi","GCM - Cage Force 6Apr / 05 / 2008","TKO (Eye Injury)N/A",2,"5:00",NA,NA,NA,NA
"2970","161","win","Motonobu Tezuka","GCM - Cage Force EX Eastern BoundFeb / 11 / 2008","Submission (Kneebar)N/A",1,"1:07",NA,NA,NA,NA
"2971","161","loss","Masahiro Oishi","GCM - Cage Force 4Sep / 08 / 2007","TKO (Eye Injury)N/A",1,"3:55",NA,NA,NA,NA
"2972","161","win","In Seok Kim","GCM - Cage Force EX Eastern BoundMay / 27 / 2007","Submission (Guillotine Choke)N/A",1,"1:54",NA,NA,NA,NA
"2973","161","loss","Adrian Pang","GCM - Cage Force 1Nov / 25 / 2006","Submission (Triangle Choke)N/A",3,"2:00",NA,NA,NA,NA
"2974","161","loss","Ivan Menjivar","K-1 - Hero's 5May / 03 / 2006","Decision (Unanimous)N/A",2,"5:00",NA,NA,NA,NA
"2975","161","loss","Rani Yahya","GCM - D.O.G. 4Dec / 11 / 2005","Submission (North-South Choke)N/A",1,"1:59",NA,NA,NA,NA
"2976","161","win","Frederic Fernandez","GCM - D.O.G. 3Sep / 17 / 2005","Submission (Armbar)N/A",1,"2:09",NA,NA,NA,NA
"2977","161","loss","Mike Thomas Brown","GCM - D.O.G. 2Jun / 11 / 2005","Submission (Arm-Triangle Choke)N/A",2,"2:23",NA,NA,NA,NA
"2978","161","win","Jin Kazeta","Shooto - 9/26 in Korakuen HallSep / 26 / 2004","Decision (Unanimous)N/A",2,"5:00",NA,NA,NA,NA
"2979","161","win","Seigi Fujioka","GCM - Demolition 040521May / 21 / 2004","Decision (Unanimous)N/A",2,"5:00",NA,NA,NA,NA
"2980","161","loss","Hideo Tokoro","Zst - The Battlefield 4Sep / 07 / 2003","Submission (Armbar)N/A",1,"4:56",NA,NA,NA,NA
"2981","161","win","Hiromitsu Bito","GCM - Demolition 030629Jun / 29 / 2003","Submission (Triangle Kimura)N/A",2,"4:01",NA,NA,NA,NA
"2982","161","win","Shinya Sato","GCM - Demolition 030223Feb / 23 / 2003","Decision (Unanimous)N/A",2,"5:00",NA,NA,NA,NA
"2983","161","win","Chikara Sato","GCM - Demolition 021013Oct / 13 / 2002","Decision (Majority)N/A",2,"5:00",NA,NA,NA,NA
"2984","161","win","Yasutaka Kato","GCM - ORG 3rdJun / 16 / 2002","Decision (40-35)N/A",2,"5:00",NA,NA,NA,NA
"2985","162","loss","Leandro Aires","COF - Centro Oeste Fight 1Dec / 19 / 2010","Submission (Rear-Naked Choke)N/A",1,"0:00",NA,NA,NA,NA
"2986","162","loss","Rafael Miranda","Maximum Midway Fight 2 - Maximum Evolution FightJul / 25 / 2009","Submission (Punches)N/A",1,"4:58",NA,NA,NA,NA
"2987","162","loss","Igor Maux","CF - Capital Fight 1Dec / 14 / 2007","Submission (Rear-Naked Choke)N/A",1,"N/A",NA,NA,NA,NA
"2988","162","loss","Adriano Moreira Goncalves de Queiroz","GOF - Goiania Open Fight 2May / 12 / 2007","TKO (Punches)N/A",1,"3:31",NA,NA,NA,NA
"2989","162","win","Genivaldo Bahia","GOF - Goiania Open Fight 1Mar / 19 / 2005","TKO (Punches)N/A",3,"2:32",NA,NA,NA,NA
"2990","162","loss","Rani Yahya","K-1 Brazil - Next GenerationOct / 30 / 2004","Submission (Arm Triangle Choke)N/A",1,"0:00",NA,NA,NA,NA
"2991","162","loss","Rani Yahya","TNT - Vale Tudo 2Apr / 17 / 2004","SubmissionN/A",0,"0:00",NA,NA,NA,NA
"2992","162","loss","Ronildo Augusto Braga","KVT - Kallifas Vale TudoSep / 14 / 2002","TKO (Punches)N/A",1,"0:00",NA,NA,NA,NA
"2993","162","loss","Fabricio Medeiros","Meca 6 - Meca World Vale Tudo 6Jan / 31 / 2002","TKO (Retirement)Pedro Rizzo",1,"5:20",NA,NA,NA,NA
"2994","162","loss","Johnny Eduardo","IVC 7 - The New ChampionsAug / 23 / 1998","TKO (Submission to Punches)N/A",1,"3:30",NA,NA,NA,NA
"2995","162","win","Jorge Luis dos Santos","IVC 7 - The New ChampionsAug / 23 / 1998","TKO (Submission to Punches)N/A",1,"7:14",NA,NA,NA,NA
"2996","163","loss","Lance Palmer","RFA 4 - Griffin vs. EscuderoNov / 02 / 2012","Decision (Split)Chris Tognoni",3,"5:00",NA,NA,NA,NA
"2997","163","loss","Pablo Garza","UFC - The Ultimate Fighter 12 FinaleDec / 04 / 2010","KO (Flying Knee)Steve Mazzagatti",1,"0:51",NA,NA,NA,NA
"2998","163","win","Bryan Caraway","WEC 50 - Cruz vs. Benavidez 2Aug / 18 / 2010","Decision (Split)Herb Dean",3,"5:00",NA,NA,NA,NA
"2999","163","win","Courtney Buck","WEC 47 - Bowles vs. CruzMar / 06 / 2010","Technical Submission (Rear-Naked Choke)Mark Matheny",1,"2:39",NA,NA,NA,NA
"3000","163","NC","Cole Province","WEC 42 - Torres vs. BowlesAug / 09 / 2009","ND (Decision Overturned by NSAC)Herb Dean",3,"5:00",NA,NA,NA,NA
"3001","163","loss","Wagnney Fabiano","WEC 40 - Torres vs. MizugakiApr / 05 / 2009","Decision (Unanimous)Scott Fisher",3,"5:00",NA,NA,NA,NA
"3002","163","win","Thomas Denny","GFC - EvolutionMay / 19 / 2007","Submission (Armbar)Mario Yamasaki",1,"4:32",NA,NA,NA,NA
"3003","163","win","Masakazu Imanari","Deep - 25 ImpactAug / 04 / 2006","Decision (Majority)N/A",3,"5:00",NA,NA,NA,NA
"3004","163","loss","Marcos Galvao","JF - Jungle Fight 6Apr / 29 / 2006","Decision (Unanimous)N/A",3,"5:00",NA,NA,NA,NA
"3005","163","win","Mike French","GFC - Team Gracie vs. Team Hammer HouseMar / 03 / 2006","Submission (Armbar)N/A",2,"0:42",NA,NA,NA,NA
"3006","163","win","Miljan Djurasinovic","JF - Jungle Fight 5Nov / 26 / 2005","Submission (Rear-Naked Choke)N/A",1,"0:00",NA,NA,NA,NA
"3007","163","win","Jean Robert Monier","JF - Jungle Fight 4May / 21 / 2005","Submission (Rear-Naked Choke)N/A",3,"1:41",NA,NA,NA,NA
"3008","163","win","Fabio Mello","JF - Jungle Fight 3Oct / 23 / 2004","Decision (Unanimous)N/A",3,"5:00",NA,NA,NA,NA
"3009","163","win","Andre Rodrigues","PF 1 - Papucaia FightSep / 11 / 2004","TKON/A",0,"0:00",NA,NA,NA,NA
"3010","163","loss","Yoshiro Maeda","Pancrase - Brave 7Aug / 22 / 2004","Decision (Unanimous)Soichi Hiroto",3,"5:00",NA,NA,NA,NA
"3011","163","win","Rani Yahya","JF - Jungle Fight 2May / 15 / 2004","DecisionN/A",3,"5:00",NA,NA,NA,NA
"3012","164","win","Ivanor Junior","GOF - Goiania Open Fight 1Mar / 19 / 2005","Submission (Armbar)N/A",3,"0:50",NA,NA,NA,NA
"3013","164","win","Jose Wilson","GOF - Goiania Open Fight 1Mar / 19 / 2005","Submission (Armbar)N/A",1,"3:50",NA,NA,NA,NA
"3014","164","loss","Rani Yahya","TNT - Vale Tudo 2Apr / 17 / 2004","SubmissionN/A",0,"0:00",NA,NA,NA,NA
"3015","164","win","Jorge Lee","TNT - Vale Tudo 2Apr / 17 / 2004","SubmissionN/A",0,"0:00",NA,NA,NA,NA
"3016","164","win","Cabulso Cabulso","TNT - Vale Tudo 2Apr / 17 / 2004","DecisionN/A",0,"0:00",NA,NA,NA,NA
"3017","165","loss","Gilmar Sales","AF - Araguaia FightJul / 18 / 2010","KON/A",0,"0:00",NA,NA,NA,NA
"3018","165","loss","Adriano Moreira Goncalves de Queiroz","GOF - Goiania Open Fight 3 Oct / 27 / 2007","Decision (Split)N/A",3,"5:00",NA,NA,NA,NA
"3019","165","win","Orlean Smith","GOF - Goiania Open Fight 3 Oct / 27 / 2007","TKO (Punches)N/A",1,"4:53",NA,NA,NA,NA
"3020","165","loss","Rani Yahya","TNT - Vale Tudo 2Apr / 17 / 2004","SubmissionN/A",0,"0:00",NA,NA,NA,NA
"3021","165","win","Elder Elder","TNT - Vale Tudo 2Apr / 17 / 2004","SubmissionN/A",0,"0:00",NA,NA,NA,NA
"3022","166","loss","Rani Yahya","KVT - Kallifas Vale TudoSep / 14 / 2002","Submission (Arm-Triangle Choke)N/A",1,"1:30",NA,NA,NA,NA
"3023","167","win","Montel Jackson","UFC Fight Night 172 - Figueiredo vs. Benavidez 2Jul / 18 / 2020","Decision (Unanimous)Rich Mitchell",3,"5:00",NA,NA,NA,NA
"3024","167","win","Tony Gravely","UFC Fight Night 166 - Blaydes vs. dos SantosJan / 25 / 2020","Submission (Rear-Naked Choke)Wayne Spinola",3,"2:53",NA,NA,NA,NA
"3025","167","loss","Pedro Munhoz","UFC 227 - Dillashaw vs. Garbrandt 2Aug / 04 / 2018","Decision (Unanimous)Blake Grice",3,"5:00",NA,NA,NA,NA
"3026","167","loss","Aljamain Sterling","UFC Fight Night 128 - Barboza vs. LeeApr / 21 / 2018","Decision (Unanimous)Liam Kerrigan",3,"5:00",NA,NA,NA,NA
"3027","167","win","Joe Soto","UFC - The Ultimate Fighter 26 FinaleDec / 01 / 2017","Submission (Calf Slicer)Mark Smith",1,"0:30",NA,NA,NA,NA
"3028","167","win","Albert Morales","UFC Fight Night 113 - Nelson vs. PonzinibbioJul / 16 / 2017","Decision (Unanimous)Leon Roberts",3,"5:00",NA,NA,NA,NA
"3029","167","win","Kwan Ho Kwak","UFC Fight Night 99 - Mousasi vs. Hall 2Nov / 19 / 2016","Decision (Unanimous)Rich Mitchell",3,"5:00",NA,NA,NA,NA
"3030","167","win","Anthony Gutierrez","Titan FC 34 - Healy vs. EdwardsJul / 18 / 2015","Decision (Split)Jason Herzog",5,"5:00",NA,NA,NA,NA
"3031","167","win","Walel Watson","Titan FC 33 - Titan Fighting Championship 33Mar / 20 / 2015","Submission (Rear-Naked Choke)Bobby Wombacher",2,"3:06",NA,NA,NA,NA
"3032","167","win","James Brum","CWFC 67 - Cage Warriors Fighting Championship 67Apr / 12 / 2014","Decision (Unanimous)Rich Mitchell",5,"5:00",NA,NA,NA,NA
"3033","167","win","Jordan Desborough","CWFC 59 - Cage Warriors Fighting Championship 59Sep / 14 / 2013","Decision (Split)Marc Goddard",5,"5:00",NA,NA,NA,NA
"3034","167","win","David Haggstrom","CWFC 59 - Cage Warriors Fighting Championship 59Sep / 14 / 2013","Decision (Unanimous)Rich Mitchell",3,"5:00",NA,NA,NA,NA
"3035","167","win","James MacAlister","CWFC 54 - Cage Warriors Fighting Championship 54May / 04 / 2013","TKO (Punches)Rich Mitchell",2,"3:23",NA,NA,NA,NA
"3036","167","win","Joe Orrey","Pain Pit Fight Night 6 - New BreedFeb / 03 / 2013","Submission (Armbar)Mark Woodard",1,"3:59",NA,NA,NA,NA
"3037","167","win","Barrie Monty","Tattoo Monkey Promotions / LHC Promotions - Bad Blood Fight Night 2Nov / 24 / 2012","TKO (Punches)N/A",1,"1:17",NA,NA,NA,NA
"3038","167","win","Sam Gilbert","CWFC 49 - Cage Warriors Fighting Championship 49Oct / 27 / 2012","Decision (Unanimous)Neil Hall",3,"5:00",NA,NA,NA,NA
