"","rowid","Result","Fighter","Event","Method.Referee","R","Time","Date","VS..Fighter","Location","NA."
"3671","156","loss","Eddie Alvarez","BFC - Bellator Fighting Championships 33Oct / 21 / 2010","TKO (Doctor Stoppage)Kevin Mulhall",2,"5:00",NA,NA,NA,NA
"3672","156","loss","Pat Curran","BFC - Bellator Fighting Championships 17May / 06 / 2010","Decision (Unanimous)Dan Miragliotta",3,"5:00",NA,NA,NA,NA
"3673","156","win","Chad Hinton","BFC - Bellator Fighting Championships 13Apr / 08 / 2010","Submission (Kneebar)Frank Gentile",3,"0:56",NA,NA,NA,NA
"3674","156","loss","Gray Maynard","UFC Fight Night 19 - Diaz vs. GuillardSep / 16 / 2009","Decision (Split)Dan Miragliotta",3,"5:00",NA,NA,NA,NA
"3675","156","loss","Kenny Florian","UFC 87 - Seek and DestroyAug / 09 / 2008","Decision (Unanimous)Dan Miragliotta",3,"5:00",NA,NA,NA,NA
"3676","156","win","Clay Guida","UFC - The Ultimate Fighter 6 FinaleDec / 08 / 2007","Submission (Rear-Naked Choke)John McCarthy",3,"0:31",NA,NA,NA,NA
"3677","156","win","Alberto Crane","UFC 74 - RespectAug / 25 / 2007","TKO (Punches)Steve Mazzagatti",3,"1:50",NA,NA,NA,NA
"3678","156","win","Douglas Evans","UFC - The Ultimate Fighter 5 FinaleJun / 23 / 2007","TKO (Punches)Steve Mazzagatti",2,"3:30",NA,NA,NA,NA
"3679","156","win","Leonard Garcia","UFC 69 - ShootoutApr / 07 / 2007","Decision (Unanimous)Mario Yamasaki",3,"5:00",NA,NA,NA,NA
"3680","156","win","John Halverson","UFC 67 - All or NothingFeb / 03 / 2007","TKO (Punches)Yves Lavigne",1,"0:19",NA,NA,NA,NA
"3681","156","win","Jason Dent","UFC 63 - Hughes vs. Penn 2Sep / 23 / 2006","Decision (Unanimous)Steve Mazzagatti",3,"5:00",NA,NA,NA,NA
"3682","156","win","Joe Camacho","Raze MMA - Fight NightApr / 29 / 2006","TKO (Punches)John McCarthy",2,"2:43",NA,NA,NA,NA
"3683","156","win","Dan Swift","EC 66 - Extreme Challenge 66Feb / 17 / 2006","TKO (Punches)N/A",2,"0:51",NA,NA,NA,NA
"3684","156","win","Lee King","IFC - Rumble on the Rio 2Oct / 15 / 2005","Submission (Rear-Naked Choke)N/A",1,"0:50",NA,NA,NA,NA
"3685","156","win","Matt Wiman","FFC 15 - Fiesta Las VegasSep / 14 / 2005","Decision (Unanimous)N/A",3,"5:00",NA,NA,NA,NA
"3686","156","win","Brad Blackburn","IFC - Rock N' RumbleJul / 30 / 2005","TKO (Corner Stoppage)Jon Schorle",3,"2:19",NA,NA,NA,NA
"3687","156","NC","Melvin Guillard","FFC 14 - Freestyle Fighting Championship 14Mar / 05 / 2005","No Contest (Result Overturned by Commission)Mike Gallo",3,"5:00",NA,NA,NA,NA
"3688","156","win","Kenny Jerrell","FFC 14 - Freestyle Fighting Championship 14Mar / 05 / 2005","TKO (Punches)Mike Gallo",1,"2:15",NA,NA,NA,NA
"3689","156","win","Steve Kinnison","FFC 14 - Freestyle Fighting Championship 14Mar / 05 / 2005","Submission (Rear-Naked Choke)Mike Gallo",2,"2:57",NA,NA,NA,NA
"3690","156","win","Naoyuki Kotani","XFO 4 - InternationalDec / 03 / 2004","TKO (Punches)N/A",1,"1:29",NA,NA,NA,NA
"3691","156","win","Jake Short","EC 60 - Extreme Challenge 60Nov / 12 / 2004","Submission (Rear-Naked Choke)N/A",3,"0:37",NA,NA,NA,NA
"3692","156","win","Matt Brady","EC 59 - Extreme Challenge 59Sep / 24 / 2004","TKO (Punches)N/A",1,"3:12",NA,NA,NA,NA
"3693","156","loss","Ryan Schultz","SB 36 - SuperBrawl 36Jun / 18 / 2004","TKO (Jaw Injury)N/A",1,"1:47",NA,NA,NA,NA
"3694","156","win","Mike Aina","SB 36 - SuperBrawl 36Jun / 18 / 2004","Decision (Unanimous)N/A",3,"3:00",NA,NA,NA,NA
"3695","156","win","Harris Sarmiento","SB 36 - SuperBrawl 36Jun / 18 / 2004","TKO (Punches)N/A",3,"2:12",NA,NA,NA,NA
"3696","156","draw","Joe Jordan","EC 56 - Extreme Challenge 56Mar / 26 / 2004","DrawN/A",3,"3:00",NA,NA,NA,NA
"3697","156","win","Jeff Carlson","EC - Best of the Best 2 - Day EventAug / 02 / 2003","Disqualification (Headbutt)N/A",2,"4:52",NA,NA,NA,NA
"3698","156","win","Shane Lavafor","EC - Best of the Best 2 - Day EventAug / 02 / 2003","TKO (Punches)N/A",1,"2:12",NA,NA,NA,NA
"3699","157","loss","Anthony Smith","VFC - Victory Fighting Championship 47Jan / 29 / 2016","TKO (Punches)Brandon Pfannenstiel",1,"3:27",NA,NA,NA,NA
"3700","157","loss","Andre Santos","Bellator 146 - Kato vs. ManhoefNov / 20 / 2015","Decision (Unanimous)Kerry Hatley",3,"5:00",NA,NA,NA,NA
"3701","157","loss","Paul Bradley","Bellator MMA - Bellator 129Oct / 17 / 2014","Decision (Unanimous)John McCarthy",3,"5:00",NA,NA,NA,NA
"3702","157","win","Travis Coyle","VFC - Victory Fighting Championship 43Aug / 02 / 2014","Submission (Armbar)N/A",1,"1:37",NA,NA,NA,NA
"3703","157","win","Ron Jackson","MCC 54 - Midwest Cage Championship 54Jun / 27 / 2014","TKO (Punches)N/A",1,"4:20",NA,NA,NA,NA
"3704","157","win","Anthony Smith","VFC - Victory Fighting Championship 41Dec / 14 / 2013","Submission (Rear-Naked Choke)N/A",3,"3:38",NA,NA,NA,NA
"3705","157","loss","Court McGee","UFC 157 - Rousey vs. CarmoucheFeb / 23 / 2013","Decision (Unanimous)John McCarthy",3,"5:00",NA,NA,NA,NA
"3706","157","loss","Justin Edwards","UFC on FX 5 - Browne vs. BigfootOct / 05 / 2012","Technical Submission (Guillotine Choke)Nick Gamst",1,"0:45",NA,NA,NA,NA
"3707","157","loss","Mike Pyle","UFC on FX 3 - Johnson vs. McCallJun / 08 / 2012","KO (Punch)Chris Adams",1,"4:56",NA,NA,NA,NA
"3708","157","win","Duane Ludwig","UFC on FX - Guillard vs. MillerJan / 20 / 2012","Technical Submission (Guillotine Choke)Josh Rosenthal",1,"3:04",NA,NA,NA,NA
"3709","157","win","Keith Wisniewski","UFC Live 6 - Cruz vs. JohnsonOct / 01 / 2011","TKO (Doctor Stoppage)Dan Miragliotta",2,"5:00",NA,NA,NA,NA
"3710","157","win","Blas Avena","SCC - Superior Cage Combat 2Aug / 20 / 2011","TKO (Punches and Elbows)Steve Mazzagatti",1,"2:54",NA,NA,NA,NA
"3711","157","win","Jesse Juarez","SF 16 - Neer vs. JuarezJun / 25 / 2011","TKO (Injury)David Lassiter",1,"5:00",NA,NA,NA,NA
"3712","157","win","Andre Kase","WWFC  - World War Fighting Championship 2Apr / 09 / 2011","TKO (Punches)N/A",1,"0:20",NA,NA,NA,NA
"3713","157","win","Jesse Finney","Fight Me MMA 1 - The Battle BeginsAug / 14 / 2010","Submission (Guillotine Choke)Mike England",1,"4:09",NA,NA,NA,NA
"3714","157","loss","Eddie Alvarez","BFC - Bellator Fighting Championships 17May / 06 / 2010","Technical Submission (Rear-Naked Choke)Dan Miragliotta",2,"2:08",NA,NA,NA,NA
"3715","157","win","Anselmo Martinez","SF 8 - Shark Fights 8Feb / 05 / 2010","Submission (Rear-Naked Choke)N/A",1,"3:05",NA,NA,NA,NA
"3716","157","win","Matt Delanoit","MFDM - Ballroom Brawl 4Jan / 08 / 2010","TKO (Punches)N/A",1,"3:48",NA,NA,NA,NA
"3717","157","loss","Gleison Tibau","UFC 104 - Machida vs. ShogunOct / 24 / 2009","Decision (Unanimous)Josh Rosenthal",3,"5:00",NA,NA,NA,NA
"3718","157","loss","Kurt Pellegrino","UFC 101 - DeclarationAug / 08 / 2009","Decision (Unanimous)N/A",3,"5:00",NA,NA,NA,NA
"3719","157","win","Mac Danzig","UFC Fight Night 17 - Lauzon vs. StephensFeb / 07 / 2009","Submission (Triangle Choke)Jorge Alonso",2,"3:36",NA,NA,NA,NA
"3720","157","loss","Nate Diaz","UFC Fight Night 15 - Diaz vs. NeerSep / 17 / 2008","Decision (Split)Josh Rosenthal",3,"5:00",NA,NA,NA,NA
"3721","157","win","Din Thomas","UFC Fight Night 13 - Florian vs. LauzonApr / 02 / 2008","Decision (Unanimous)Herb Dean",3,"5:00",NA,NA,NA,NA
"3722","157","win","Nick Sorg","C3 - Smokey Mountain ShowdownOct / 27 / 2007","Submission (Armbar)N/A",1,"2:16",NA,NA,NA,NA
"3723","157","win","Paul Rodriguez","Greensparks - Full Contact Fighting 5Jul / 27 / 2007","TKO (Punches)N/A",1,"1:39",NA,NA,NA,NA
"3724","157","loss","Mark Miller","IFL - ChicagoMay / 19 / 2007","KO (Punch)N/A",1,"0:54",NA,NA,NA,NA
"3725","157","win","Tyson Burris","FSG - Coliseum CarnageApr / 08 / 2007","TKO (Submission to Punches)N/A",1,"2:31",NA,NA,NA,NA
"3726","157","win","Mark Gearhart","Greensparks - Full Contact Fighting 3Mar / 17 / 2007","TKO (Punches)N/A",1,"0:21",NA,NA,NA,NA
"3727","157","win","T.J. Waldburger","IFC - Road to Global DominationMar / 04 / 2007","TKO (Punches)N/A",1,"0:24",NA,NA,NA,NA
"3728","157","win","Butch Hajicek","MCC 5 - Thanksgiving ThrowdownNov / 22 / 2006","TKO (Submission to Punches)N/A",1,"2:30",NA,NA,NA,NA
"3729","157","loss","Nick Diaz","UFC 62 - Liddell vs. SobralAug / 26 / 2006","Submission (Kimura)Herb Dean",3,"1:42",NA,NA,NA,NA
"3730","157","loss","Joshua Burkman","UFC 61 - Bitter RivalsJul / 08 / 2006","Decision (Unanimous)Steve Mazzagatti",3,"5:00",NA,NA,NA,NA
"3731","157","win","Joe Stevenson","UFC Fight Night 4 - Bonnar vs. JardineApr / 06 / 2006","Decision (Unanimous)N/A",3,"5:00",NA,NA,NA,NA
"3732","157","win","Melvin Guillard","UFC Fight Night 3 - Sylvia vs. SilvaJan / 16 / 2006","Submission (Triangle Choke)N/A",1,"4:20",NA,NA,NA,NA
"3733","157","win","Alex Carter","XKK - Des MoinesNov / 23 / 2005","TKO (Punches)N/A",1,"3:43",NA,NA,NA,NA
"3734","157","loss","Nick Thompson","EC 64 - Extreme Challenge 64Oct / 15 / 2005","Submission (Rear-Naked Choke)N/A",2,"2:19",NA,NA,NA,NA
"3735","157","win","Forrest Petz","FFC 15 - Fiesta Las VegasSep / 14 / 2005","Submission (Triangle Choke)N/A",1,"3:25",NA,NA,NA,NA
"3736","157","loss","Drew Fickett","UFC Fight Night 1 - Marquardt vs. SalaverryAug / 06 / 2005","Technical Submission (Rear-Naked Choke)Steve Mazzagatti",1,"1:35",NA,NA,NA,NA
"3737","157","win","Todd Kiser","EC 62 - Extreme Challenge 62Jun / 18 / 2005","TKO (Submission to Punches)N/A",1,"1:41",NA,NA,NA,NA
"3738","157","win","Mark Long","XKK - Des MoinesMay / 20 / 2005","KO (Punch)N/A",1,"0:54",NA,NA,NA,NA
"3739","157","win","Jay Jack","EC 61 - Extreme Challenge 61Apr / 22 / 2005","Decision (Unanimous)N/A",3,"5:00",NA,NA,NA,NA
"3740","157","win","Derrick Noble","XKK - Des MoinesMar / 19 / 2005","Submission (Triangle Choke)N/A",1,"3:22",NA,NA,NA,NA
"3741","157","win","Terrance Reasby","DD 2 - Downtown Destruction 2Feb / 02 / 2005","TKO (Punches)N/A",2,"0:52",NA,NA,NA,NA
"3742","157","win","Mark Bear","VFC 8 - FalloutNov / 27 / 2004","KO (Knees)N/A",3,"3:40",NA,NA,NA,NA
"3743","157","win","David Gardner","XKK - Des MoinesOct / 30 / 2004","TKO (Punches)N/A",1,"1:55",NA,NA,NA,NA
"3744","157","win","Anthony Macias","FFC 11 - ExplosionSep / 10 / 2004","TKO (Punches)N/A",1,"0:41",NA,NA,NA,NA
"3745","157","win","Fred Leavy","XKK - Xtreme Kage KombatAug / 07 / 2004","TKO (Punches)N/A",1,"3:44",NA,NA,NA,NA
"3746","157","win","Kyle Jensen","EC 57 - Extreme Challenge 57May / 06 / 2004","Submission (Armbar)N/A",3,"1:04",NA,NA,NA,NA
"3747","157","loss","Spencer Fisher","VFC 7 - ShowdownMar / 06 / 2004","Decision (Split)N/A",5,"5:00",NA,NA,NA,NA
"3748","157","win","Joe Chacon","XKK - Clash in Curtiss 4Feb / 07 / 2004","Decision (Unanimous)N/A",3,"3:00",NA,NA,NA,NA
"3749","157","draw","Joe Jordan","AFA - Judgment NightJan / 17 / 2004","DrawN/A",3,"3:00",NA,NA,NA,NA
"3750","157","win","Royce Louck","AAF 4 - Absolute Ada Fights 4Sep / 13 / 2003","TKO (Punches)N/A",1,"1:43",NA,NA,NA,NA
"3751","157","win","Josh Kennedy","Gladiators 20 - Gladiators 20Mar / 15 / 2003","KO (Slam)N/A",1,"3:41",NA,NA,NA,NA
"3752","158","draw","Hiroyuki Takaya","Shoot Boxing - Ground Zero Tokyo 2013Nov / 16 / 2013","Draw (Majority)N/A",3,"5:00",NA,NA,NA,NA
"3753","158","loss","James Krause","RFA 6 - Krause vs. Imada 2Jan / 18 / 2013","Decision (Unanimous)Mike England",3,"5:00",NA,NA,NA,NA
"3754","158","loss","Luiz Firmino","CFA 8 - Araujo vs. BradleyOct / 06 / 2012","Decision (Unanimous)James Warring",3,"5:00",NA,NA,NA,NA
"3755","158","win","Sean Wilson","C3 Fights - Rumble at Red RockAug / 18 / 2012","TKO (Punches)Anthony Macias",2,"1:51",NA,NA,NA,NA
"3756","158","loss","Patricky Freire","BFC - Bellator Fighting Championships 39Apr / 02 / 2011","KO (Flying Knee and Punches)Kevin MacDonald",1,"2:53",NA,NA,NA,NA
"3757","158","win","Josh Shockley","BFC - Bellator Fighting Championships 36Mar / 12 / 2011","Submission (Armbar)Gary Copeland",1,"1:19",NA,NA,NA,NA
"3758","158","win","Ludwing Salazar","FN 14 - FiteNite 14Nov / 08 / 2010","Submission (Armbar)N/A",2,"1:49",NA,NA,NA,NA
"3759","158","loss","Pat Curran","BFC - Bellator Fighting Championships 21Jun / 10 / 2010","Decision (Split)Jorge Ortiz",3,"5:00",NA,NA,NA,NA
"3760","158","win","Carey Vanier","BFC - Bellator Fighting Championships 17May / 06 / 2010","Submission (Armbar)Gary Eblin",2,"3:33",NA,NA,NA,NA
"3761","158","win","James Krause","BFC - Bellator Fighting Championships 14Apr / 15 / 2010","Submission (Armbar)Al Wichgers",2,"2:44",NA,NA,NA,NA
"3762","158","win","Daisuke Hanazawa","KOTC - ToryumonJan / 30 / 2010","KO (Punch)N/A",2,"0:29",NA,NA,NA,NA
"3763","158","loss","Eddie Alvarez","BFC - Bellator Fighting Championships 12Jun / 19 / 2009","Submission (Rear-Naked Choke)Jason Herzog",2,"0:38",NA,NA,NA,NA
"3764","158","win","Jorge Masvidal","BFC - Bellator Fighting Championships 5May / 01 / 2009","Technical Submission (Inverted Triangle Choke)Greg Franklin",3,"3:22",NA,NA,NA,NA
"3765","158","win","Alonzo Martinez","BFC - Bellator Fighting Championships 1Apr / 03 / 2009","Submission (Rear-Naked Choke)Troy Waugh",1,"3:26",NA,NA,NA,NA
"3766","158","win","Jason Meaders","UF - Unleashed FightOct / 11 / 2008","TKO (Corner Stoppage)N/A",1,"5:00",NA,NA,NA,NA
"3767","158","win","Shad Smith","Total Combat - NevadaMay / 10 / 2008","TKO (Punches)Steve Mazzagatti",1,"2:25",NA,NA,NA,NA
"3768","158","win","Preston Scharf","TC 26 - Total Combat 26Feb / 16 / 2008","TKO (Submission to Punches)N/A",1,"4:29",NA,NA,NA,NA
"3769","158","win","David Gardner","TC 22 - Total Combat 22Aug / 03 / 2007","Submission (Rear-Naked Choke)N/A",2,"N/A",NA,NA,NA,NA
"3770","158","win","Zach Light","TC 21 - Total Combat 21Jun / 08 / 2007","Submission (Armbar)Jason Herzog",1,"2:35",NA,NA,NA,NA
"3771","158","win","Randy Velarde","KOTC - Caged ChaosMar / 10 / 2007","Submission (Armbar)N/A",2,"2:23",NA,NA,NA,NA
"3772","158","loss","Joao Cunha","COF 5 - Cage of Fire 5Jan / 27 / 2007","Submission (Armbar)N/A",2,"2:30",NA,NA,NA,NA
"3773","158","win","Brandon Adamson","TC 18 - NightmareNov / 04 / 2006","TKO (Cut)N/A",1,"3:00",NA,NA,NA,NA
"3774","158","win","Danny Affleje","TC 17 - Proving GroundOct / 21 / 2006","KO (Punches)N/A",1,"N/A",NA,NA,NA,NA
"3775","158","loss","Tetsuji Kato","FFCF 6 - UndisputedJun / 21 / 2006","TKO (Punches)N/A",1,"0:13",NA,NA,NA,NA
"3776","158","loss","Hermes Franca","TC 14 - ThrowdownMay / 13 / 2006","Submission (Armbar)N/A",1,"0:53",NA,NA,NA,NA
"3777","158","win","Akbarh Arreola","TC 12 - Total Combat 12Dec / 17 / 2005","Decision (Unanimous)Jason Herzog",3,"5:00",NA,NA,NA,NA
"3778","158","win","Jerimiah Carson","TC 11 - Total Combat 11Dec / 10 / 2005","TKO (Retirement)Jason Herzog",2,"3:00",NA,NA,NA,NA
"3779","158","loss","Jake Shields","KK - Kage KombatNov / 12 / 2005","Decision (Unanimous)N/A",3,"5:00",NA,NA,NA,NA
"3780","158","win","Tim Carey","TC 10 - Total Combat 10Oct / 15 / 2005","Submission (Rear-Naked Choke)N/A",1,"2:25",NA,NA,NA,NA
"3781","158","win","Akbarh Arreola","TC 9 - ResurrectionJul / 30 / 2005","TKO (Retirement)Jason Herzog",2,"5:00",NA,NA,NA,NA
"3782","158","loss","Cassio Werneck","WEC 15 - Judgment DayMay / 19 / 2005","Submission (Triangle Choke)Nathan Gullian",2,"4:54",NA,NA,NA,NA
"3783","158","loss","Antonio McKee","UAGF 1 - Ultimate Cage Fighting 1May / 09 / 2002","Decision (Unanimous)N/A",2,"5:00",NA,NA,NA,NA
"3784","158","loss","Jason Miller","XP 2 - Xtreme Pankration 2Apr / 12 / 2002","DecisionN/A",2,"5:00",NA,NA,NA,NA
"3785","158","loss","Dennis Asche","IFC WC 12 - Warriors Challenge 12Apr / 11 / 2001","Submission (Triangle Choke)N/A",2,"3:42",NA,NA,NA,NA
"3786","158","loss","Joe Stevenson","KOTC 3 - Knockout NightmareApr / 15 / 2000","DecisionN/A",2,"5:00",NA,NA,NA,NA
"3787","158","win","Sean McCann","IFC WC 6 - Warriors Challenge 6Mar / 25 / 2000","Submission (Armbar)N/A",1,"2:51",NA,NA,NA,NA
"3788","158","loss","Dave Strasser","NG 13 - Neutral Grounds 13Nov / 20 / 1999","Submission (Armbar)N/A",1,"N/A",NA,NA,NA,NA
"3789","158","win","David Harris","NG 13 - Neutral Grounds 13Nov / 20 / 1999","Decision (Unanimous)N/A",3,"5:00",NA,NA,NA,NA
"3790","158","win","Brennan Kamaka","RITC 2 - Marching of the WarriorsOct / 15 / 1999","Submission (Armbar)N/A",1,"6:00",NA,NA,NA,NA
"3791","158","win","Ken Tonaria","Ready to Rumble - Let's Get Ready to RumbleOct / 13 / 1999","Submission (Armbar)N/A",0,"N/A",NA,NA,NA,NA
"3792","158","loss","Steve Heath","IFC WC 5 - Warriors Challenge 5Sep / 18 / 1999","DecisionN/A",3,"5:00",NA,NA,NA,NA
"3793","158","loss","Adrian Serrano","EC 27 - Extreme Challenge 27Aug / 21 / 1999","TKO (Corner Stoppage)N/A",2,"5:00",NA,NA,NA,NA
"3794","158","win","Jason Von Flue","IFC WC 4 - Warriors Challenge 4Aug / 07 / 1999","Submission (Armbar)N/A",2,"5:08",NA,NA,NA,NA
"3795","158","win","Johnny Molano","KK 18 - Kage Kombat 18Aug / 02 / 1999","Submission (Triangle Armbar)N/A",1,"4:03",NA,NA,NA,NA
"3796","158","win","Thiago de Fritas","NG 12 - Neutral Grounds 12May / 28 / 1999","Submission (Heel Hook)N/A",1,"N/A",NA,NA,NA,NA
"3797","158","win","Giovanni Lemm","NG 11 - Neutral Grounds 11Mar / 31 / 1999","Submission (Armbar)N/A",1,"5:01",NA,NA,NA,NA
"3798","158","win","Ken Kellenberger","NG 9 - Neutral Grounds 9Jan / 10 / 1999","Submission (Rear-Naked Choke)N/A",1,"0:45",NA,NA,NA,NA
"3799","158","loss","Jason Dallas","NG 6 - Neutral Grounds 6Aug / 02 / 1998","TKO (Punches)N/A",1,"N/A",NA,NA,NA,NA
"3800","158","win","Lee Cox","NG 6 - Neutral Grounds 6Aug / 02 / 1998","Submission (Armbar)N/A",1,"N/A",NA,NA,NA,NA
"3801","159","loss","Robert Dunn","AF 33 - Atlas Fights 33Jul / 21 / 2018","Decision (Split)N/A",3,"5:00",NA,NA,NA,NA
"3802","159","loss","Billy Quarantillo","V3 Fights 61 - Quarantillo vs. ReynoldsAug / 19 / 2017","TKO (Punches)Andrew Glenn",1,"1:00",NA,NA,NA,NA
"3803","159","loss","Anton Kuivanen","Cage - Cage 31Sep / 19 / 2015","Decision (Unanimous)Mika Sinkkonen",3,"5:00",NA,NA,NA,NA
"3804","159","loss","Jorge Patino","WSOF 15 - Branch vs. OkamiNov / 15 / 2014","Decision (Unanimous)Andrew Glenn",3,"5:00",NA,NA,NA,NA
"3805","159","loss","Musa Khamanaev","ACB 10 - Coliseum TimeOct / 04 / 2014","KO (Punch)N/A",1,"3:54",NA,NA,NA,NA
"3806","159","loss","Dom O'Grady","XFC 27 - Frozen FuryDec / 13 / 2013","Submission (Rear-Naked Choke)Gary Copeland",2,"1:42",NA,NA,NA,NA
"3807","159","win","Anton Kuivanen","Cage 23 - Vantaa 2Sep / 21 / 2013","KO (Punch)Mika Sinkkonen",1,"0:30",NA,NA,NA,NA
"3808","159","win","Kevin Forant","XFC 24 - Collision CourseJun / 14 / 2013","Submission (Arm-Triangle Choke)N/A",1,"4:13",NA,NA,NA,NA
"3809","159","loss","Nick Newell","XFC 21 - Night of Champions 2Dec / 07 / 2012","Submission (Rear-Naked Choke)Gary Copeland",1,"1:22",NA,NA,NA,NA
"3810","159","win","Lorenzo Borgomeo","XFC 20 - High OctaneSep / 28 / 2012","Submission (Guillotine Choke)Gary Copeland",2,"3:58",NA,NA,NA,NA
"3811","159","win","Luciano dos Santos","XFC 17 - ApocalypseApr / 13 / 2012","Decision (Unanimous)Gary Copeland",3,"5:00",NA,NA,NA,NA
"3812","159","win","Jonatas Novaes","XFC 15 - TributeDec / 02 / 2011","Decision (Unanimous)John Hosegood",3,"5:00",NA,NA,NA,NA
"3813","159","loss","Robert Emerson","AOF 10 - NightmareDec / 03 / 2010","Decision (Split)Frank Gentile",3,"5:00",NA,NA,NA,NA
"3814","159","win","Travis Cox","AOF 8 - FuryMay / 22 / 2010","Submission (Guillotine Choke)N/A",2,"1:45",NA,NA,NA,NA
"3815","159","loss","Ivan Iberico","NDC 1 - Peru vs. American Top TeamOct / 17 / 2009","DQ (Illegal Axe Kick)N/A",2,"4:58",NA,NA,NA,NA
"3816","159","win","Greg Loughran","AOF 4 - DamageAug / 22 / 2009","TKO (Punches)N/A",1,"1:54",NA,NA,NA,NA
"3817","159","loss","Jorge Masvidal","BFC - Bellator Fighting Championships 12Jun / 19 / 2009","Submission (Rear-Naked Choke)Jason Herzog",3,"3:33",NA,NA,NA,NA
"3818","159","loss","Eddie Alvarez","BFC - Bellator Fighting Championships 5May / 01 / 2009","Submission (Rear-Naked Choke)Jerry Poe",3,"1:30",NA,NA,NA,NA
"3819","159","win","Thomas Schulte","BFC - Bellator Fighting Championships 2Apr / 10 / 2009","TKO (Head Kick and Punches)Kevin Mulhall",1,"4:17",NA,NA,NA,NA
"3820","159","win","Jose Figueroa","RFC - Revolution Fight Club 3Feb / 20 / 2009","SubmissionJorge Alonso",1,"1:19",NA,NA,NA,NA
"3821","159","loss","Luis Palomino","G-Force Fights - Bad Blood 1Nov / 06 / 2008","KO (Punch)John Hosegood",1,"0:38",NA,NA,NA,NA
"3822","159","win","Damian Vitale","WFC 7 - Lock DownMay / 30 / 2008","KO (Punch)Kevin Mulhall",1,"1:00",NA,NA,NA,NA
"3823","159","win","York Ash","WFC 6 - Battle in the BayMar / 22 / 2008","Submission (Rear-Naked Choke)N/A",1,"3:07",NA,NA,NA,NA
"3824","159","win","Brent Rose","MVT - Miami Vale TudoJan / 26 / 2008","TKON/A",1,"1:45",NA,NA,NA,NA
"3825","159","win","Schon Ellis","UGC - Ultimate Gladiator ChampionshipDec / 14 / 2007","Submission (Rear-Naked Choke)Frank Gentile",1,"1:20",NA,NA,NA,NA
"3826","159","win","Carlos Gonzalez","RIC - Cage Fighting ChampionshipsOct / 06 / 2007","SubmissionN/A",1,"3:34",NA,NA,NA,NA
"3827","159","win","Adron Morrison","WFC 4 - Cage WarsJul / 13 / 2007","TKON/A",1,"0:43",NA,NA,NA,NA
"3828","159","win","John Tribby","WFC 3 - Turf WarsApr / 07 / 2007","Submission (Rear-Naked Choke)N/A",1,"N/A",NA,NA,NA,NA
"3829","159","win","Daniel Costell","WFC 2 - Turf WarsFeb / 09 / 2007","KO (Punch)N/A",1,"1:13",NA,NA,NA,NA
"3830","159","win","Shane Ouimette","WFC  - World Fighting ChampionshipsJan / 04 / 2007","TKON/A",1,"2:40",NA,NA,NA,NA
