"","rowid","Result","Fighter","Event","Method.Referee","R","Time","Date","VS..Fighter","Location","NA."
"6295","249","loss","Daniel Roberts","Freedom Fight - Caged CombatOct / 27 / 2012","Submission (Rear-Naked Choke)N/A",2,"2:55",NA,NA,NA,NA
"6296","249","win","Tom Egan","RW 11 - Mayhem in the Mist 6Mar / 05 / 2011","TKO (Retirement)N/A",2,"5:00",NA,NA,NA,NA
"6297","249","loss","Nate LaMotte","CZ 36 - Smashing on The RockJan / 28 / 2011","Submission (Rear-Naked Choke)N/A",1,"4:33",NA,NA,NA,NA
"6298","249","win","Alan Arzeno","RW 8 - Cage SupremacyJul / 17 / 2010","Submission (Armbar)N/A",4,"4:06",NA,NA,NA,NA
"6299","249","win","Matthew Brent Kinberger","CZ 33 - Massacre in the MeadowJun / 19 / 2010","Decision (Unanimous)N/A",3,"5:00",NA,NA,NA,NA
"6300","249","loss","Dennis Olson","Triumph Fighter 1 - SupremacyMar / 27 / 2010","Submission (Brabo Choke)N/A",1,"1:55",NA,NA,NA,NA
"6301","249","loss","Mike Dolce","WCF - World Championship Fighting 6Mar / 14 / 2009","TKO (Punches)N/A",2,"2:25",NA,NA,NA,NA
"6302","249","loss","Brian Foster","AOW - GIs vs. ProsApr / 19 / 2008","Submission (Guillotine Choke)N/A",1,"1:09",NA,NA,NA,NA
"6303","249","win","Travis Lerchen","WCF - World Championship Fighting 2Feb / 08 / 2008","TKO (Punches)N/A",1,"2:42",NA,NA,NA,NA
"6304","249","loss","Jim Miller","BCX 3 - Battle Cage Xtreme 3Oct / 20 / 2007","Submission (Rear-Naked Choke)Kevin Mulhall",3,"2:17",NA,NA,NA,NA
"6305","249","loss","Tamdan McCrory","CFFC 4 - Cage Fury Fighting Championships 4Apr / 13 / 2007","Submission (Rear-Naked Choke)N/A",2,"3:22",NA,NA,NA,NA
"6306","249","loss","Jeff Joslin","APEX - A Night of ChampionsOct / 14 / 2006","KO (Punches)Troy Waugh",1,"2:42",NA,NA,NA,NA
"6307","249","loss","Jorge Masvidal","AFC 17 - Absolute Fighting Championships 17Jun / 24 / 2006","Decision (Unanimous)Jorge Alonso",3,"5:00",NA,NA,NA,NA
"6308","249","win","Nick Serra","RF 12 - Return to Boardwalk HallApr / 29 / 2006","Decision (Unanimous)N/A",3,"4:00",NA,NA,NA,NA
"6309","249","win","Edson Diniz","AFC 15 - Absolute Fighting Championships 15Feb / 18 / 2006","TKO (Doctor Stoppage)Marco Lopez",2,"0:51",NA,NA,NA,NA
"6310","249","win","Kevin Manderson","Freedom Fight - Canada vs. USAJan / 14 / 2006","TKO (Punches)N/A",1,"3:21",NA,NA,NA,NA
"6311","249","win","Rich Moskowitz","CZ 12 - Night of ChampionsNov / 05 / 2005","Decision (Split)N/A",3,"4:00",NA,NA,NA,NA
"6312","249","win","Rich Moskowitz","T.K.O. Riley's - Fight NightSep / 23 / 2005","Decision (Unanimous)N/A",2,"4:00",NA,NA,NA,NA
"6313","249","win","Steve Berger","APEX - UndisputedSep / 03 / 2005","Decision (Unanimous)N/A",3,"5:00",NA,NA,NA,NA
"6314","249","win","Maurice Wilson","CZ 11 - Blood BrothersJun / 25 / 2005","TKO (Punches)N/A",2,"3:42",NA,NA,NA,NA
"6315","249","loss","Nick Thompson","CZ 10 - Ground WarApr / 02 / 2005","Submission (Triangle Choke)N/A",2,"3:07",NA,NA,NA,NA
"6316","249","loss","Drew Fickett","CZ 9 - Hot Like FireDec / 04 / 2004","Submission (Rear-Naked Choke)N/A",2,"3:26",NA,NA,NA,NA
"6317","249","win","Jason Hathaway","ECFA - Halloween ThrowdownOct / 30 / 2004","TKON/A",0,"0:00",NA,NA,NA,NA
"6318","249","win","Marcus Davis","MMA - EruptionApr / 30 / 2004","Submission (Rear-Naked Choke)N/A",3,"2:38",NA,NA,NA,NA
"6319","249","loss","Aaron Riley","HOOKnSHOOT - LiveMar / 27 / 2004","Decision (Unanimous)N/A",3,"5:00",NA,NA,NA,NA
"6320","249","loss","Thiago Alves","AFC 7 - Absolute Fighting Championships 7Feb / 27 / 2004","Decision (Unanimous)N/A",2,"5:00",NA,NA,NA,NA
"6321","249","loss","Justin Wieman","HOOKnSHOOT - Absolute Fighting Championships 3May / 24 / 2003","Submission (Triangle Choke)N/A",1,"2:45",NA,NA,NA,NA
"6322","249","loss","Keith Wisniewski","USMMA 3 - Ring of FuryMay / 03 / 2003","Submission (Guillotine Choke)N/A",1,"0:46",NA,NA,NA,NA
"6323","249","win","Jake Short","TFC 7 - Fightzone 7Feb / 28 / 2003","Submission (Guillotine Choke)N/A",1,"N/A",NA,NA,NA,NA
"6324","249","loss","Steve Berger","USMMA 2 - Ring of FurySep / 21 / 2002","Submission (Guillotine Choke)N/A",1,"4:59",NA,NA,NA,NA
"6325","249","win","Todd Fox","USMMA 1 - Ring of FuryMay / 18 / 2002","TKO (Doctor Stoppage)N/A",1,"N/A",NA,NA,NA,NA
"6326","249","loss","Eddie  Sanchez","TFC FightZone - Back in the ZoneMar / 22 / 2002","DecisionN/A",2,"5:00",NA,NA,NA,NA
"6327","249","win","Greg McIntyre","GC 5 - Rumble in the RockiesAug / 19 / 2001","TKO (Punches)Sost Infante",2,"4:49",NA,NA,NA,NA
"6328","249","loss","John Frankl","MD 3 - Mass Destruction 3Aug / 04 / 2001","DQ (Illegal Knee)N/A",1,"7:31",NA,NA,NA,NA
"6329","249","loss","Kelly Dullanty","IFC WC 13 - Warriors Challenge 13Jun / 15 / 2001","DecisionN/A",3,"5:00",NA,NA,NA,NA
"6330","249","win","Dawson Walton","MD 1 - Mass Destruction 1Apr / 14 / 2001","Submission (Heel Hook)N/A",1,"N/A",NA,NA,NA,NA
"6331","249","loss","Quincy Rice","Dangerzone - Ft. Wayne 2May / 20 / 2000","Submission (Armbar)N/A",1,"4:32",NA,NA,NA,NA
"6332","250","win","Tyler Jones","MMAX FC 9 - High Stakes 2Aug / 15 / 2020","TKO (Punches)N/A",1,"4:17",NA,NA,NA,NA
"6333","250","loss","Abdul Razak Alhassan","Rage in the Cage OKC 47 - Night of ChampionsAug / 13 / 2016","TKO (Punches)N/A",1,"0:40",NA,NA,NA,NA
"6334","250","loss","Jorge Rodrigues Silva","Brasil Fight 7 - Minas Gerais vs. Federal DistrictOct / 11 / 2013","Submission (Reverse Kneebar)N/A",1,"3:34",NA,NA,NA,NA
"6335","250","win","Jonas Boeno do Rosario","GF - Golden Fighters 5May / 25 / 2013","Decision (Split)N/A",3,"5:00",NA,NA,NA,NA
"6336","250","win","Brendan Tierney","KOTC - Surgical StrikeSep / 15 / 2012","KO (Punch)N/A",1,"0:45",NA,NA,NA,NA
"6337","250","win","Charles Jones","C3 Fights - Great Plains ShowdownApr / 28 / 2012","Decision (Unanimous)Anthony Macias",3,"5:00",NA,NA,NA,NA
"6338","250","loss","Juliano Wandalen","NCF - Nitrix Champion Fight 10Feb / 11 / 2012","Submission (Armbar)N/A",1,"3:56",NA,NA,NA,NA
"6339","250","loss","Abel Trujillo","C3 Fights - SlamfestJan / 21 / 2012","Decision (Unanimous)Anthony Macias",3,"5:00",NA,NA,NA,NA
"6340","250","loss","Ramico Blackmon","C3 Fights - Great Plains Sizzling SlamfestJul / 30 / 2011","Decision (Unanimous)N/A",3,"5:00",NA,NA,NA,NA
"6341","250","loss","Valdir Araujo","Championship Fighting Alliance - The TitleMay / 06 / 2011","TKO (Punches)Jorge Ortiz",1,"1:51",NA,NA,NA,NA
"6342","250","loss","Joe Benoit","Hoosier FC 6 - New Years NemesisJan / 14 / 2011","Submission (Armbar)Jeff Malott",1,"2:22",NA,NA,NA,NA
"6343","250","loss","Gary Tapusoa","C3 Fights - Slammin Jammin Weekend 6Oct / 22 / 2010","TKO (Punches)N/A",2,"2:19",NA,NA,NA,NA
"6344","250","win","Richard Bouphanouvong","C3 Fights - Knockout-Rockout Weekend 5Sep / 04 / 2010","Decision (Unanimous)N/A",3,"5:00",NA,NA,NA,NA
"6345","250","draw","Isaac Vallie-Flagg","C3 Fights - Slammin Jammin Weekend 5Aug / 07 / 2010","DrawN/A",3,"5:00",NA,NA,NA,NA
"6346","250","loss","Leonardo Pecanha","VFC 31 - Victory Fighting ChampionshipApr / 23 / 2010","Submission (Rear-Naked Choke)Jim Axtell",1,"0:00",NA,NA,NA,NA
"6347","250","win","Ron Kirk","5150 Combat League / Xtreme Fighting League - New Year's RevolutionJan / 16 / 2010","Submission (Rear-Naked Choke)N/A",1,"1:38",NA,NA,NA,NA
"6348","250","win","Liam McCarty","LFC 3 - VendettaMar / 21 / 2009","SubmissionN/A",1,"1:27",NA,NA,NA,NA
"6349","250","win","Jeremiah Riggs","Arkansas MMA - Ultimate Fight Night 6Nov / 29 / 2008","Submission (Rear-Naked Choke)N/A",1,"3:07",NA,NA,NA,NA
"6350","250","loss","Tyler Stinson","IFO - Wiuff vs. SalmonSep / 01 / 2007","TKO (Injury)N/A",1,"2:24",NA,NA,NA,NA
"6351","250","loss","Brian Foster","WOTC 1 - Warriors of the Cage 1Jun / 16 / 2007","TKO (Punches)N/A",3,"0:40",NA,NA,NA,NA
"6352","250","loss","Bobby Voelker","Titan FC 6 - Titan Fighting Championship 6Jan / 26 / 2007","TKO (Punches)Chuck Wolfe",1,"3:08",NA,NA,NA,NA
"6353","250","win","Brent Smith","FCF - Freestyle Cage Fighting 6Nov / 10 / 2006","Submission (Rear-Naked Choke)N/A",1,"2:09",NA,NA,NA,NA
"6354","250","win","Daniel Benjamin Grass","FCF - Freestyle Cage Fighting 5Nov / 04 / 2006","Submission (Rear-Naked Choke)N/A",1,"1:28",NA,NA,NA,NA
"6355","250","win","Wade McGlohn","ACF - American Cage FightingAug / 26 / 2006","SubmissionN/A",2,"2:11",NA,NA,NA,NA
"6356","250","win","Jonathan Maxwell","Titan FC 3 - Red River RumbleMay / 20 / 2006","Submission (Rear-Naked Choke)N/A",2,"0:19",NA,NA,NA,NA
"6357","251","loss","Brian Foster","Night of Champions - Power, Pride and HonorMar / 30 / 2007","Submission (Rear-Naked Choke)N/A",1,"0:00",NA,NA,NA,NA
"6358","251","loss","York Ash","ISCF - Ruckus on the RiverDec / 16 / 2006","TKON/A",1,"0:00",NA,NA,NA,NA
"6359","252","loss","Brian Foster","BP - Blackeye ProductionsFeb / 10 / 2007","TKO (Punches)N/A",1,"1:30",NA,NA,NA,NA
"6360","253","loss","Evgeny Bondar","Russian Cagefighting Championship - RCC 4Oct / 27 / 2018","Decision (Unanimous)Vyacheslav Persky",3,"5:00",NA,NA,NA,NA
"6361","253","loss","Beslan Isaev","ACB 49 - Rostov OnslaughtNov / 26 / 2016","Decision (Unanimous)Piotr Michalak",3,"5:00",NA,NA,NA,NA
"6362","253","loss","Belal Muhammad","Titan FC 38 - Carl vs. MuhammadApr / 30 / 2016","TKO (Punches)Howard Puig",4,"4:07",NA,NA,NA,NA
"6363","253","win","Beslan Ushukov","WFCA 13 - Grozny Battle Dec / 26 / 2015","Submission (Arm-Triangle Choke)Ashot Ashugyan",3,"3:17",NA,NA,NA,NA
"6364","253","loss","Rousimar Palhares","WSOF 9 - Carl vs. PalharesMar / 29 / 2014","Submission (Inverted Heel Hook)Yves Lavigne",1,"1:09",NA,NA,NA,NA
"6365","253","win","Joshua Burkman","WSOF 6 - Burkman vs. CarlOct / 26 / 2013","Technical Submission (Triangle Choke)Troy Waugh",4,"1:02",NA,NA,NA,NA
"6366","253","win","Tyson Steele","WSOF 3 - Fitch vs. Burkman 2Jun / 14 / 2013","Submission (Rear-Naked Choke)Kim Winslow",1,"1:32",NA,NA,NA,NA
"6367","253","win","Ramico Blackmon","WSOF 1 - Arlovski vs. ColeNov / 03 / 2012","Submission (Rear-Naked Choke)Kim Winslow",1,"2:11",NA,NA,NA,NA
"6368","253","win","Andrew Trace","Madtown Throwdown 28 - Hells BellsAug / 11 / 2012","Submission (Rear-Naked Choke)Al Wichgers",1,"0:55",NA,NA,NA,NA
"6369","253","win","Vic Hall","EC - Extreme Challenge 216Jul / 28 / 2012","Submission (Rear-Naked Choke)N/A",1,"1:25",NA,NA,NA,NA
"6370","253","win","Mason Temiquel","MCC 39 - DominationMar / 02 / 2012","Submission (Kimura)N/A",1,"3:01",NA,NA,NA,NA
"6371","253","win","Rustam Bogatyrev","FEFoMP - Battle of Empires 1Dec / 17 / 2011","Submission (Triangle Choke)N/A",1,"3:50",NA,NA,NA,NA
"6372","253","loss","Douglas Lima","BFC - Bellator Fighting Championships 49Sep / 10 / 2011","Decision (Unanimous)Donnie Carolei",3,"5:00",NA,NA,NA,NA
"6373","253","win","Tyler Stinson","BFC - Bellator Fighting Championships 26Aug / 26 / 2010","Technical Submission (Guillotine Choke)Mike England",1,"2:30",NA,NA,NA,NA
"6374","253","loss","Dan Hornbuckle","BFC - Bellator Fighting Championships 19May / 20 / 2010","Submission (Kimura)Jon Schorle",1,"2:31",NA,NA,NA,NA
"6375","253","win","Brett Cooper","BFC - Bellator Fighting Championships 15Apr / 22 / 2010","Decision (Split)Dan Miragliotta",3,"5:00",NA,NA,NA,NA
"6376","253","win","Mo Spears","W4W - Warriors 4 Warriors 2Nov / 27 / 2009","Submission (Punches)N/A",1,"1:19",NA,NA,NA,NA
"6377","253","win","Victor Moreno","MFDM - Ballroom Brawl 1Jun / 19 / 2009","Submission (Armbar)N/A",1,"1:32",NA,NA,NA,NA
"6378","253","win","Ivan Ivanov","M-1 Challenge 13 - BulgariaMar / 28 / 2009","Submission (Rear-Naked Choke)Marcel Homeijer",1,"3:31",NA,NA,NA,NA
"6379","253","win","Matt Delanoit","MCC 18 - O'Brien vs. MickleJan / 16 / 2009","Submission (Triangle Choke)N/A",3,"1:27",NA,NA,NA,NA
"6380","253","win","James Warfield","W4W - Warriors 4 Warriors 1Nov / 08 / 2008","Decision (Unanimous)N/A",3,"5:00",NA,NA,NA,NA
"6381","253","win","Brian Green","CFC - Conquest Fighting Championship 1Sep / 27 / 2008","TKO (Punches)N/A",1,"3:34",NA,NA,NA,NA
"6382","253","win","Conan Cano","KOK 4 - King of KombatJul / 26 / 2008","Submission (Guillotine Choke)N/A",1,"0:59",NA,NA,NA,NA
"6383","253","loss","Brian Foster","MOTC 7 - Masters of the Cage 7Dec / 02 / 2006","TKO (Punches)N/A",1,"4:34",NA,NA,NA,NA
"6384","253","win","Raheem Williams","REF - Renegades Extreme FightingSep / 30 / 2006","SubmissionN/A",2,"2:59",NA,NA,NA,NA
"6385","253","win","James White","UTS 5 - Ultimate Texas Showdown 5Apr / 29 / 2006","SubmissionN/A",1,"2:25",NA,NA,NA,NA
"6386","253","win","Brandon Berkey","UTS 4 - Ultimate Texas Showdown 4Feb / 25 / 2006","TKO (Punches)N/A",2,"2:08",NA,NA,NA,NA
"6387","253","win","Henry Buchanan","REF - Renegades Extreme FightingFeb / 10 / 2006","Decision (Unanimous)N/A",3,"5:00",NA,NA,NA,NA
"6388","253","win","Andrew Perkins","XFC - Xtreme Fight Championship 4Nov / 05 / 2005","Submission (Punches)N/A",1,"0:00",NA,NA,NA,NA
"6389","254","loss","Brian Foster","BP - Blackeye Productions Nov / 04 / 2006","SubmissionN/A",1,"2:25",NA,NA,NA,NA
"6390","255","loss","Steve Gibson","HFN - Harrah Fight NightJun / 27 / 2009","KO (Punches)Mark Carter",1,"0:15",NA,NA,NA,NA
"6391","255","loss","Tyler Stinson","Havic Prizefighting - Downtown Throwdown 2Nov / 22 / 2008","TKO (Punches)N/A",1,"2:09",NA,NA,NA,NA
"6392","255","win","Raheem Williams","C3 Fights - Clash in ConchoSep / 19 / 2008","Submission (Choke)N/A",2,"N/A",NA,NA,NA,NA
"6393","255","loss","Kamal Shalorus","KOK 3 - King of KombatApr / 05 / 2008","TKO (Punches)N/A",1,"1:06",NA,NA,NA,NA
"6394","255","win","Steve Gibson","PFC - Powerhouse Fighting ChampionshipsDec / 07 / 2007","Submission (Arm Triangle Choke)N/A",1,"2:18",NA,NA,NA,NA
"6395","255","loss","Reggie Pena","XFC 2 - XFC DynamiteNov / 11 / 2007","Decision (Split)Jorge Ortiz",3,"5:00",NA,NA,NA,NA
"6396","255","win","Aaron Flournoy","CCCF - Riverwind Rumble 2Jul / 28 / 2007","Submission (Rear-Naked Choke)N/A",1,"1:05",NA,NA,NA,NA
"6397","255","loss","Levi Avera","CCCF - Showdown 2Jul / 20 / 2007","Submission (Rear-Naked Choke)N/A",2,"1:42",NA,NA,NA,NA
"6398","255","win","Chris Winchester","CCCF - Riverwind RumbleFeb / 24 / 2007","Submission (Arm-Triangle Choke)N/A",1,"1:15",NA,NA,NA,NA
"6399","255","win","Jason Sallee","CCCF - Red River RiotFeb / 17 / 2007","Submission (Rear-Naked Choke)N/A",2,"2:58",NA,NA,NA,NA
"6400","255","win","Turell Bloomer","MOTC 8 - Masters of the Cage 8Dec / 31 / 2006","Submission (Rear-Naked Choke)N/A",1,"1:01",NA,NA,NA,NA
"6401","255","loss","Brian Foster","MOTC 5 - Masters of the Cage 5Oct / 14 / 2006","TKO (Punches)N/A",1,"2:44",NA,NA,NA,NA
"6402","255","win","Kami Barzini","ACF - American Cage FightingAug / 26 / 2006","SubmissionN/A",1,"0:49",NA,NA,NA,NA
"6403","255","loss","Brian Foster","MOTC 3 - Masters of the Cage 3Aug / 19 / 2006","SubmissionN/A",3,"1:19",NA,NA,NA,NA
"6404","255","win","Brian Foster","MOTC 2 - Masters of the Cage 2Jul / 14 / 2006","Submission (Choke)N/A",3,"0:54",NA,NA,NA,NA
"6405","255","win","Matt Clary","MOTC 2 - Masters of the Cage 2Jul / 14 / 2006","TKO (Punches)N/A",1,"1:13",NA,NA,NA,NA
"6406","255","win","Jason Anderson","MOTC 1 - Masters of the Cage 1Jun / 24 / 2006","SubmissionN/A",1,"0:39",NA,NA,NA,NA
"6407","255","win","Derek Harris","ACF - American Cage FightingApr / 28 / 2006","KON/A",1,"1:09",NA,NA,NA,NA
"6408","256","loss","Mike Pyle","UFC 170 - Rousey vs. McMannFeb / 22 / 2014","TKO (Elbows and Punches)Herb Dean",3,"4:03",NA,NA,NA,NA
"6409","256","loss","Adlan Amagov","UFC 166 - Velasquez vs. Dos Santos 3Oct / 19 / 2013","KO (Punches)Jay Stafin",1,"3:00",NA,NA,NA,NA
"6410","256","win","Nick Catone","UFC - The Ultimate Fighter 16 FinaleDec / 15 / 2012","Technical Submission (Triangle Choke)Herb Dean",2,"1:04",NA,NA,NA,NA
"6411","256","loss","Brian Ebersole","UFC on FX 4 - Maynard vs. GuidaJun / 22 / 2012","Decision (Unanimous)Kevin Mulhall",3,"5:00",NA,NA,NA,NA
"6412","256","win","Jake Hecht","UFC on FX 2 - Alves vs. KampmannMar / 03 / 2012","Submission (Armbar)John Sharp",1,"0:55",NA,NA,NA,NA
"6413","256","win","Mike Stumpf","UFC Fight Night 25 - Shields vs. EllenbergerSep / 17 / 2011","Submission (Triangle Choke)Dan Miragliotta",1,"3:52",NA,NA,NA,NA
"6414","256","loss","Johny Hendricks","UFC Fight Night 24 - Nogueira vs. DavisMar / 26 / 2011","TKO (Punches)Mario Yamasaki",1,"1:35",NA,NA,NA,NA
"6415","256","win","David Mitchell","UFC Fight Night 22 - Marquardt vs. PalharesSep / 15 / 2010","Decision (Unanimous)Jon Schorle",3,"5:00",NA,NA,NA,NA
"6416","256","win","Pat Healy","SF 6 - Shark Fights 6Sep / 12 / 2009","Decision (Unanimous)N/A",3,"5:00",NA,NA,NA,NA
"6417","256","win","Shannon Ritch","SF 4 - Shark Fights 4May / 02 / 2009","Submission (Armbar)N/A",1,"1:37",NA,NA,NA,NA
"6418","256","win","Andrew Chappelle","SWC 3 - St. Valentine's Day MassacreFeb / 21 / 2009","TKO (Doctor Stoppage)N/A",1,"3:00",NA,NA,NA,NA
"6419","256","loss","Ricardo Funch","XFC - Xtreme Fighting ChampionshipsJun / 14 / 2008","TKO (Punches)N/A",2,"2:35",NA,NA,NA,NA
"6420","256","loss","Pete Spratt","HDNF 1 - HDNet FightsOct / 13 / 2007","KO (Punches)N/A",1,"1:29",NA,NA,NA,NA
"6421","256","win","Pete Spratt","KOK 1 - King of KombatSep / 07 / 2007","Submission (Triangle Choke)N/A",2,"1:30",NA,NA,NA,NA
"6422","256","win","Jeff Lindsay","MOTC 14 - Masters of the Cage 14Jun / 23 / 2007","SubmissionN/A",1,"1:27",NA,NA,NA,NA
"6423","256","loss","Josh Neer","IFC - Road to Global DominationMar / 04 / 2007","TKO (Punches)N/A",1,"0:24",NA,NA,NA,NA
"6424","256","win","Jeff Lindsay","MOTC 7 - Masters of the Cage 7Dec / 02 / 2006","Submission (Triangle Choke)N/A",1,"2:43",NA,NA,NA,NA
"6425","256","win","Brian Foster","MOTC 4 - Masters of the Cage 4Sep / 23 / 2006","Submission (Armbar)N/A",1,"0:29",NA,NA,NA,NA
"6426","256","win","Barry Peoples","DPP - September to RememberSep / 17 / 2006","Submission (Achilles Lock)N/A",1,"0:15",NA,NA,NA,NA
"6427","256","win","Jeremiah O'Neal","XFC 7 - Xtreme Fight Championship 7Aug / 19 / 2006","Submission (Armbar)N/A",4,"4:23",NA,NA,NA,NA
"6428","256","win","Brandon Berkey","UTS 6 - Ultimate Texas Showdown 6Jun / 24 / 2006","SubmissionN/A",1,"1:22",NA,NA,NA,NA
"6429","256","loss","Todd Moore","REF - Renegades Extreme FightingMar / 25 / 2006","Decision (Unanimous)N/A",3,"5:00",NA,NA,NA,NA
"6430","256","win","Nathan Fussel","XFC 5 - Xtreme Fighting ChampionshipsFeb / 18 / 2006","Submission (Rear-Naked Choke)N/A",1,"1:50",NA,NA,NA,NA
"6431","256","win","Sammy Say","REF - Renegades Extreme FightingFeb / 10 / 2006","Submission (Triangle Choke)N/A",1,"1:57",NA,NA,NA,NA
"6432","256","loss","Sammy Say","UTS 3 - Ultimate Texas Showdown 3Nov / 26 / 2005","TKO (Punches)N/A",1,"1:18",NA,NA,NA,NA
"6433","257","win","Garrett Janko","MOTC 11 - Masters of the Cage 11Feb / 17 / 2007","Submission (Punches)N/A",1,"0:23",NA,NA,NA,NA
"6434","257","win","Mark Newcomb","MOTC 2 - Masters of the Cage 2Jul / 14 / 2006","Submission (Guillotine Choke)N/A",1,"1:27",NA,NA,NA,NA
"6435","257","loss","Brian Foster","MOTC 2 - Masters of the Cage 2Jul / 14 / 2006","KO (Punch)N/A",1,"1:09",NA,NA,NA,NA
"6436","258","win","Luis Cortez","Master Fighters Championship - MFC EliteJan / 31 / 2020","Submission (Rear-Naked Choke)Victor Zuniga",2,"3:30",NA,NA,NA,NA
"6437","258","win","Luis Palomino","Productora One - One Fight Night May / 04 / 2019","Decision (Unanimous)Dennys Quijada",3,"5:00",NA,NA,NA,NA
"6438","258","win","Jonathan Ortega","MFC 15 - Ortega vs. QuintanaJul / 28 / 2018","TKO (Punches)N/A",1,"4:25",NA,NA,NA,NA
"6439","258","win","Mauricio Eguiluz","Noche de Titanes - Helena Fight 2017Apr / 29 / 2017","Submission (Rear-Naked Choke)Tomas Vasquez",2,"3:07",NA,NA,NA,NA
"6440","258","win","Lucas Souza","K-MMA 10 - Katari Mixed Martial Arts 10Apr / 09 / 2017","Submission (Rear-Naked Choke)Eduardo Campero",1,"0:55",NA,NA,NA,NA
"6441","258","loss","Maykel Becerra","MFC - Master Fighters Championship 11Apr / 25 / 2015","TKO (Retirement)Claudio Toledo",1,"1:03",NA,NA,NA,NA
"6442","258","loss","Dioginis Souza","Max Sport - 13.3Nov / 02 / 2013","Submission (Armbar)N/A",1,"1:45",NA,NA,NA,NA
"6443","258","win","Zaid Rojas","300 Sparta - MMA 4Oct / 10 / 2013","TKO (Kick and Punches)N/A",1,"0:00",NA,NA,NA,NA
"6444","258","loss","Yesus Moran","Inka FC 23 - Pequeno vs. OwensAug / 24 / 2013","Decision (Unanimous)N/A",3,"5:00",NA,NA,NA,NA
"6445","258","loss","Cristobal Gonzalez","Master Fighters Championship 9 - Grand Prix FinalApr / 27 / 2013","Submission (Triangle Choke)Victor Costa",1,"2:34",NA,NA,NA,NA
"6446","258","win","Jonathan Ignacio Saavedra","KamiFighter Evolution - Kami Fighter Evolution 2Feb / 09 / 2012","Submission (Triangle Choke)Alejandro Saa Molina",1,"0:40",NA,NA,NA,NA
"6447","258","win","Alex Diaz","EKE - Extreme Kumite Evolution 3Oct / 22 / 2011","Submission (Armbar)Adrian Munoz",1,"0:45",NA,NA,NA,NA
"6448","258","NC","Alex Diaz","EKE - Extreme Kumite Evolution 2Jun / 04 / 2011","No ContestJonathan Ortega",0,"0:00",NA,NA,NA,NA
"6449","259","win","Alexey Polpudnikov","ACA 104 - Goncharov vs. VakhaevFeb / 21 / 2020","Decision (Unanimous)Lukasz Bosacki",3,"5:00",NA,NA,NA,NA
"6450","259","win","Ramazan Kishev","ACA 97 - KrasnodarAug / 31 / 2019","TKO (Punches)N/A",2,"1:24",NA,NA,NA,NA
"6451","259","win","Luis Palomino","ACA 93 - St. PetersburgMar / 16 / 2019","Decision (Unanimous)Viktor Korneev",3,"5:00",NA,NA,NA,NA
"6452","259","win","Rodrigo Magalhaes","WFCA 53 - Abdurahmanov vs. AbdulaevOct / 04 / 2018","Decision (Unanimous)Dejan Tesic",3,"5:00",NA,NA,NA,NA
"6453","259","win","Dzhamal Magomedov","WFCA 47 - International TournamentApr / 01 / 2018","Decision (Unanimous)Jakub Muller",3,"5:00",NA,NA,NA,NA
"6454","259","win","Sadyk Ryskeldi","WFCA 43 - Grozny BattleOct / 04 / 2017","KO (Knee)N/A",1,"3:05",NA,NA,NA,NA
"6455","259","win","Rasul Magomedov","WFCA 36 - Grozny BattleApr / 29 / 2017","Decision (Unanimous)Armen Ananyan",3,"5:00",NA,NA,NA,NA
"6456","259","win","Ratmir Teuvazhukov","WFCA 32 - Grozny BattleNov / 19 / 2016","TKO (Punches)Ashot Ashugyan",2,"3:26",NA,NA,NA,NA
"6457","259","win","Marat Safarov","WFCA 20 - Grozny Battle May / 14 / 2016","TKO (Retirement)Viktor Korneev",1,"3:20",NA,NA,NA,NA
"6458","259","win","Rustam Aliev","WFCA 11 - Grozny Battle Nov / 29 / 2015","Decision (Split)Ashot Ashugyan",3,"5:00",NA,NA,NA,NA
"6459","259","win","Valery Gritsutin","WFCA 5 - Grozny Battle Aug / 15 / 2015","Decision (Split)Magomed Sultanahmedov",2,"5:00",NA,NA,NA,NA
"6460","259","win","Alan Hugaev","WFCA 4 - Benoy BattleJun / 14 / 2015","TKO (Punches)Viskhan Madaev",1,"0:40",NA,NA,NA,NA
"6461","259","loss","Haotian Wu","Kunlun Fight 10 - World TourSep / 14 / 2014","Submission (Rear-Naked Choke)N/A",2,"2:09",NA,NA,NA,NA
"6462","259","win","Ruslan Kolodko","Chinuk Minsk - Tongkat Fight ShowAug / 10 / 2014","TKO (Punches)N/A",1,"2:40",NA,NA,NA,NA
"6463","259","win","Vladimir Savelyev","M-1 Belarus - Bobruisk Challenge 2Oct / 05 / 2013","KO (Punch)N/A",2,"3:11",NA,NA,NA,NA
"6464","259","loss","Mikhail Odintsov","MFB 3 - Odintsov vs.BimarzaevSep / 29 / 2013","Decision (Unanimous)N/A",2,"5:00",NA,NA,NA,NA
"6465","259","win","Evgeny Perepechin","M-1 Belarus - Bobruisk Challenge 1Aug / 23 / 2013","Submission (Guillotine Choke)N/A",1,"2:42",NA,NA,NA,NA
"6466","259","win","Artem Zhukov","NC - Neman ChallengeJun / 01 / 2013","TKO (Punches)N/A",2,"3:15",NA,NA,NA,NA
"6467","260","win","Omer Cankardesler","ACA 109 - Absolute Championship AkhmatAug / 20 / 2020","KO (Punch)Tomasz Bronder",1,"4:05",NA,NA,NA,NA
